Airline,Date,EBITDA,Status,Country,Region,IATA
JetBlue,2023'Q1,5.0,public,US,North America,B6
Spirit Airlines,2023'Q1,0.0,public,US,North America,NK
Allegiant,2023'Q1,15.0,public,US,North America,G4
Hawaiian,2023'Q1,-3.0,public,US,North America,HA
SkyWest,2023'Q1,19.0,public,US,North America,OO
Air Canada,2023'Q1,11.0,public,CA,North America,AC
Exchange Income Corporation,2023'Q1,22.0,public,CA,North America,
IAG,2023'Q1,16.0,public,EU,Europe,IAG
Air France-KLM,2023'Q1,14.0,public,EU,Europe,AF/KL
Ryanair,2023'Q1,22.0,public,EU,Europe,FR
easyJet,2023'Q1,11.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q1,12.0,public,EU,Europe,LH
Norwegian Air Shuttle,2023'Q1,-3.0,public,EU,Europe,DY
Finnair,2023'Q1,9.0,public,EU,Europe,AY
Wizz Air,2023'Q1,-2.0,public,EU,Europe,W6
Singapore Airlines,2023'Q1,25.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q1,6.0,public,AU,Asia Pacific,QF
Japan Airlines,2023'Q1,15.0,public,JP,Asia Pacific,JL
ANA Holdings,2023'Q1,15.0,public,JP,Asia Pacific,NH
Korean Air,2023'Q1,18.0,public,KR,Asia Pacific,KE
Asiana Airlines,2023'Q1,10.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2023'Q1,15.0,public,HK,Asia Pacific,CX
Copa Holdings,2023'Q1,26.0,public,PA,Latin America,CM
Gol Linhas Aereas,2023'Q1,16.0,public,BR,Latin America,G3
LATAM Airlines,2023'Q1,18.0,public,CL,Latin America,LA
Air China,2023'Q1,-20.0,public,CN,China,CA
China Eastern,2023'Q1,-17.0,public,CN,China,MU
China Southern,2023'Q1,3.0,public,CN,China,CZ
Hainan Airlines,2023'Q1,-26.0,public,CN,China,HU
Spring Airlines,2023'Q1,-7.0,public,CN,China,9C
Juneyao Airlines,2023'Q1,-17.0,public,CN,China,HO
Indigo,2023'Q1,19.0,public,IN,India,6E
SpiceJet,2023'Q1,6.0,public,IN,India,SG
Jet Airways,2023'Q1,-50.0,public,IN,India,9W
Kenya Airlines,2023'Q1,15.0,public,KE,Africa,KQ
Emirates,2023'Q1,9.0,private,AE,Middle East,EK
Qatar Airways,2023'Q1,6.0,private,QA,Middle East,QR
Aeroflot,2023'Q1,-9.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2023'Q1,14.0,public,TR,Turkey,TK
Air Arabia,2023'Q1,34.0,public,AE,Middle East,G9
Jazeera Airways,2023'Q1,25.0,public,KW,Middle East,J9
Flynas,2023'Q1,4.0,public,SA,Middle East,XY
American Airlines,2023'Q2,10.0,public,US,North America,AA
Delta Air Lines,2023'Q2,13.0,public,US,North America,DL
Southwest Airlines,2023'Q2,9.0,public,US,North America,WN
United Airlines,2023'Q2,13.0,public,US,North America,UA
Alaska Air,2023'Q2,12.0,public,US,North America,AS
JetBlue,2023'Q2,5.0,public,US,North America,B6
Spirit Airlines,2023'Q2,-1.0,public,US,North America,NK
Allegiant,2023'Q2,16.0,public,US,North America,G4
Hawaiian,2023'Q2,-4.0,public,US,North America,HA
SkyWest,2023'Q2,18.0,public,US,North America,OO
Air Canada,2023'Q2,14.0,public,CA,North America,AC
Exchange Income Corporation,2023'Q2,22.0,public,CA,North America,
IAG,2023'Q2,17.0,public,EU,Europe,IAG
Air France-KLM,2023'Q2,14.0,public,EU,Europe,AF/KL
Ryanair,2023'Q2,23.0,public,EU,Europe,FR
easyJet,2023'Q2,12.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q2,11.0,public,EU,Europe,LH
Norwegian Air Shuttle,2023'Q2,3.0,public,EU,Europe,DY
Finnair,2023'Q2,11.0,public,EU,Europe,AY
Wizz Air,2023'Q2,-1.0,public,EU,Europe,W6
Singapore Airlines,2023'Q2,26.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q2,10.0,public,AU,Asia Pacific,QF
Japan Airlines,2023'Q2,15.0,public,JP,Asia Pacific,JL
ANA Holdings,2023'Q2,16.0,public,JP,Asia Pacific,NH
Korean Air,2023'Q2,16.0,public,KR,Asia Pacific,KE
Asiana Airlines,2023'Q2,9.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2023'Q2,18.0,public,HK,Asia Pacific,CX
Copa Holdings,2023'Q2,28.0,public,PA,Latin America,CM
Gol Linhas Aereas,2023'Q2,16.0,public,BR,Latin America,G3
LATAM Airlines,2023'Q2,18.0,public,CL,Latin America,LA
Air China,2023'Q2,-10.0,public,CN,China,CA
China Eastern,2023'Q2,-9.0,public,CN,China,MU
China Southern,2023'Q2,5.0,public,CN,China,CZ
Hainan Airlines,2023'Q2,-13.0,public,CN,China,HU
Spring Airlines,2023'Q2,3.0,public,CN,China,9C
Juneyao Airlines,2023'Q2,-5.0,public,CN,China,HO
Indigo,2023'Q2,21.0,public,IN,India,6E
SpiceJet,2023'Q2,6.0,public,IN,India,SG
Jet Airways,2023'Q2,-45.0,public,IN,India,9W
Kenya Airlines,2023'Q2,16.0,public,KE,Africa,KQ
Emirates,2023'Q2,10.0,private,AE,Middle East,EK
Qatar Airways,2023'Q2,6.0,private,QA,Middle East,QR
Aeroflot,2023'Q2,-6.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2023'Q2,14.0,public,TR,Turkey,TK
Air Arabia,2023'Q2,34.0,public,AE,Middle East,G9
Jazeera Airways,2023'Q2,26.0,public,KW,Middle East,J9
Flynas,2023'Q2,5.0,public,SA,Middle East,XY
American Airlines,2023'Q3,11.0,public,US,North America,AA
Delta Air Lines,2023'Q3,14.0,public,US,North America,DL
Southwest Airlines,2023'Q3,8.0,public,US,North America,WN
United Airlines,2023'Q3,13.0,public,US,North America,UA
Alaska Air,2023'Q3,12.0,public,US,North America,AS
JetBlue,2023'Q3,6.0,public,US,North America,B6
Spirit Airlines,2023'Q3,-2.0,public,US,North America,NK
Allegiant,2023'Q3,18.0,public,US,North America,G4
Hawaiian,2023'Q3,-5.0,public,US,North America,HA
SkyWest,2023'Q3,17.0,public,US,North America,OO
Air Canada,2023'Q3,16.0,public,CA,North America,AC
Exchange Income Corporation,2023'Q3,22.0,public,CA,North America,
IAG,2023'Q3,18.0,public,EU,Europe,IAG
Air France-KLM,2023'Q3,14.0,public,EU,Europe,AF/KL
Ryanair,2023'Q3,23.0,public,EU,Europe,FR
easyJet,2023'Q3,13.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q3,11.0,public,EU,Europe,LH
Norwegian Air Shuttle,2023'Q3,13.0,public,EU,Europe,DY
Finnair,2023'Q3,14.0,public,EU,Europe,AY
Wizz Air,2023'Q3,6.0,public,EU,Europe,W6
Singapore Airlines,2023'Q3,26.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q3,14.0,public,AU,Asia Pacific,QF
Japan Airlines,2023'Q3,17.0,public,JP,Asia Pacific,JL
ANA Holdings,2023'Q3,17.0,public,JP,Asia Pacific,NH
Korean Air,2023'Q3,14.0,public,KR,Asia Pacific,KE
Asiana Airlines,2023'Q3,9.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2023'Q3,20.0,public,HK,Asia Pacific,CX
Copa Holdings,2023'Q3,30.0,public,PA,Latin America,CM
Gol Linhas Aereas,2023'Q3,17.0,public,BR,Latin America,G3
LATAM Airlines,2023'Q3,18.0,public,CL,Latin America,LA
Air China,2023'Q3,0.0,public,CN,China,CA
China Eastern,2023'Q3,1.0,public,CN,China,MU
China Southern,2023'Q3,9.0,public,CN,China,CZ
Hainan Airlines,2023'Q3,2.0,public,CN,China,HU
Spring Airlines,2023'Q3,14.0,public,CN,China,9C
Juneyao Airlines,2023'Q3,7.0,public,CN,China,HO
Indigo,2023'Q3,23.0,public,IN,India,6E
SpiceJet,2023'Q3,5.0,public,IN,India,SG
Jet Airways,2023'Q3,-22.0,public,IN,India,9W
Kenya Airlines,2023'Q3,17.0,public,KE,Africa,KQ
Emirates,2023'Q3,12.0,private,AE,Middle East,EK
Qatar Airways,2023'Q3,7.0,private,QA,Middle East,QR
Aeroflot,2023'Q3,-4.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2023'Q3,19.0,public,TR,Turkey,TK
Air Arabia,2023'Q3,35.0,public,AE,Middle East,G9
Jazeera Airways,2023'Q3,26.0,public,KW,Middle East,J9
Flynas,2023'Q3,6.0,public,SA,Middle East,XY
American Airlines,2023'Q4,10.0,public,US,North America,AA
Delta Air Lines,2023'Q4,16.0,public,US,North America,DL
Southwest Airlines,2023'Q4,7.0,public,US,North America,WN
United Airlines,2023'Q4,14.0,public,US,North America,UA
Alaska Air,2023'Q4,11.0,public,US,North America,AS
JetBlue,2023'Q4,5.0,public,US,North America,B6
Spirit Airlines,2023'Q4,-5.0,public,US,North America,NK
Allegiant,2023'Q4,17.0,public,US,North America,G4
Hawaiian,2023'Q4,-6.0,public,US,North America,HA
SkyWest,2023'Q4,17.0,public,US,North America,OO
Air Canada,2023'Q4,15.0,public,CA,North America,AC
Exchange Income Corporation,2023'Q4,22.0,public,CA,North America,
IAG,2023'Q4,17.0,public,EU,Europe,IAG
Air France-KLM,2023'Q4,12.0,public,EU,Europe,AF/KL
Ryanair,2023'Q4,20.0,public,EU,Europe,FR
easyJet,2023'Q4,9.0,public,EU,Europe,U2
Deutsche Lufthansa,2023'Q4,9.0,public,EU,Europe,LH
Norwegian Air Shuttle,2023'Q4,19.0,public,EU,Europe,DY
Finnair,2023'Q4,21.0,public,EU,Europe,AY
Wizz Air,2023'Q4,2.0,public,EU,Europe,W6
Singapore Airlines,2023'Q4,24.0,public,SG,Asia Pacific,SQ
Qantas Airways,2023'Q4,18.0,public,AU,Asia Pacific,QF
Japan Airlines,2023'Q4,18.0,public,JP,Asia Pacific,JL
ANA Holdings,2023'Q4,19.0,public,JP,Asia Pacific,NH
Korean Air,2023'Q4,12.0,public,KR,Asia Pacific,KE
Asiana Airlines,2023'Q4,8.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2023'Q4,22.0,public,HK,Asia Pacific,CX
Copa Holdings,2023'Q4,31.0,public,PA,Latin America,CM
Gol Linhas Aereas,2023'Q4,19.0,public,BR,Latin America,G3
LATAM Airlines,2023'Q4,16.0,public,CL,Latin America,LA
Air China,2023'Q4,6.0,public,CN,China,CA
China Eastern,2023'Q4,5.0,public,CN,China,MU
China Southern,2023'Q4,8.0,public,CN,China,CZ
Hainan Airlines,2023'Q4,11.0,public,CN,China,HU
Spring Airlines,2023'Q4,23.0,public,CN,China,9C
Juneyao Airlines,2023'Q4,17.0,public,CN,China,HO
Indigo,2023'Q4,24.0,public,IN,India,6E
SpiceJet,2023'Q4,9.0,public,IN,India,SG
Jet Airways,2023'Q4,2.0,public,IN,India,9W
Kenya Airlines,2023'Q4,18.0,public,KE,Africa,KQ
Emirates,2023'Q4,13.0,private,AE,Middle East,EK
Qatar Airways,2023'Q4,7.0,private,QA,Middle East,QR
Aeroflot,2023'Q4,-1.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2023'Q4,22.0,public,TR,Turkey,TK
Air Arabia,2023'Q4,33.0,public,AE,Middle East,G9
Jazeera Airways,2023'Q4,20.0,public,KW,Middle East,J9
Flynas,2023'Q4,7.0,public,SA,Middle East,XY
American Airlines,2024'Q1,7.0,public,US,North America,AA
Delta Air Lines,2024'Q1,14.0,public,US,North America,DL
Southwest Airlines,2024'Q1,5.0,public,US,North America,WN
United Airlines,2024'Q1,12.0,public,US,North America,UA
Alaska Air,2024'Q1,10.0,public,US,North America,AS
JetBlue,2024'Q1,4.0,public,US,North America,B6
Spirit Airlines,2024'Q1,-5.0,public,US,North America,NK
Allegiant,2024'Q1,15.0,public,US,North America,G4
Hawaiian,2024'Q1,-6.0,public,US,North America,HA
SkyWest,2024'Q1,19.0,public,US,North America,OO
Air Canada,2024'Q1,13.0,public,CA,North America,AC
Exchange Income Corporation,2024'Q1,20.0,public,CA,North America,
IAG,2024'Q1,13.0,public,EU,Europe,IAG
Air France-KLM,2024'Q1,11.0,public,EU,Europe,AF/KL
Ryanair,2024'Q1,18.0,public,EU,Europe,FR
easyJet,2024'Q1,14.0,public,EU,Europe,U2
Deutsche Lufthansa,2024'Q1,10.0,public,EU,Europe,LH
Norwegian Air Shuttle,2024'Q1,22.0,public,EU,Europe,DY
Finnair,2024'Q1,18.0,public,EU,Europe,AY
Wizz Air,2024'Q1,10.0,public,EU,Europe,W6
Singapore Airlines,2024'Q1,23.0,public,SG,Asia Pacific,SQ
Qantas Airways,2024'Q1,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2024'Q1,19.0,public,JP,Asia Pacific,JL
ANA Holdings,2024'Q1,17.0,public,JP,Asia Pacific,NH
Korean Air,2024'Q1,13.0,public,KR,Asia Pacific,KE
Asiana Airlines,2024'Q1,8.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2024'Q1,21.0,public,HK,Asia Pacific,CX
Copa Holdings,2024'Q1,32.0,public,PA,Latin America,CM
Gol Linhas Aereas,2024'Q1,20.0,public,BR,Latin America,G3
LATAM Airlines,2024'Q1,17.0,public,CL,Latin America,LA
Air China,2024'Q1,8.0,public,CN,China,CA
China Eastern,2024'Q1,8.0,public,CN,China,MU
China Southern,2024'Q1,10.0,public,CN,China,CZ
Hainan Airlines,2024'Q1,10.0,public,CN,China,HU
Spring Airlines,2024'Q1,22.0,public,CN,China,9C
Juneyao Airlines,2024'Q1,16.0,public,CN,China,HO
Indigo,2024'Q1,21.0,public,IN,India,6E
SpiceJet,2024'Q1,11.0,public,IN,India,SG
Jet Airways,2024'Q1,2.0,public,IN,India,9W
Kenya Airlines,2024'Q1,15.0,public,KE,Africa,KQ
Emirates,2024'Q1,15.0,private,AE,Middle East,EK
Qatar Airways,2024'Q1,8.0,private,QA,Middle East,QR
Aeroflot,2024'Q1,-1.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2024'Q1,23.0,public,TR,Turkey,TK
Air Arabia,2024'Q1,32.0,public,AE,Middle East,G9
Jazeera Airways,2024'Q1,16.0,public,KW,Middle East,J9
Flynas,2024'Q1,6.0,public,SA,Middle East,XY
American Airlines,2024'Q2,7.0,public,US,North America,AA
Delta Air Lines,2024'Q2,15.0,public,US,North America,DL
Southwest Airlines,2024'Q2,6.0,public,US,North America,WN
United Airlines,2024'Q2,13.0,public,US,North America,UA
Alaska Air,2024'Q2,13.0,public,US,North America,AS
JetBlue,2024'Q2,4.0,public,US,North America,B6
Spirit Airlines,2024'Q2,-7.0,public,US,North America,NK
Allegiant,2024'Q2,15.0,public,US,North America,G4
Hawaiian,2024'Q2,-6.0,public,US,North America,HA
SkyWest,2024'Q2,21.0,public,US,North America,OO
Air Canada,2024'Q2,13.0,public,CA,North America,AC
Exchange Income Corporation,2024'Q2,20.0,public,CA,North America,
IAG,2024'Q2,13.0,public,EU,Europe,IAG
Air France-KLM,2024'Q2,9.0,public,EU,Europe,AF/KL
Ryanair,2024'Q2,17.0,public,EU,Europe,FR
easyJet,2024'Q2,15.0,public,EU,Europe,U2
Deutsche Lufthansa,2024'Q2,9.0,public,EU,Europe,LH
Norwegian Air Shuttle,2024'Q2,21.0,public,EU,Europe,DY
Finnair,2024'Q2,16.0,public,EU,Europe,AY
Wizz Air,2024'Q2,9.0,public,EU,Europe,W6
Singapore Airlines,2024'Q2,20.0,public,SG,Asia Pacific,SQ
Qantas Airways,2024'Q2,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2024'Q2,18.0,public,JP,Asia Pacific,JL
ANA Holdings,2024'Q2,16.0,public,JP,Asia Pacific,NH
Korean Air,2024'Q2,15.0,public,KR,Asia Pacific,KE
Asiana Airlines,2024'Q2,8.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2024'Q2,20.0,public,HK,Asia Pacific,CX
Copa Holdings,2024'Q2,31.0,public,PA,Latin America,CM
Gol Linhas Aereas,2024'Q2,18.0,public,BR,Latin America,G3
LATAM Airlines,2024'Q2,17.0,public,CL,Latin America,LA
Air China,2024'Q2,6.0,public,CN,China,CA
China Eastern,2024'Q2,7.0,public,CN,China,MU
China Southern,2024'Q2,8.0,public,CN,China,CZ
Hainan Airlines,2024'Q2,9.0,public,CN,China,HU
Spring Airlines,2024'Q2,19.0,public,CN,China,9C
Juneyao Airlines,2024'Q2,12.0,public,CN,China,HO
Indigo,2024'Q2,20.0,public,IN,India,6E
SpiceJet,2024'Q2,14.0,public,IN,India,SG
Jet Airways,2024'Q2,5.0,public,IN,India,9W
Kenya Airlines,2024'Q2,11.0,public,KE,Africa,KQ
Emirates,2024'Q2,15.0,private,AE,Middle East,EK
Qatar Airways,2024'Q2,8.0,private,QA,Middle East,QR
Aeroflot,2024'Q2,6.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2024'Q2,24.0,public,TR,Turkey,TK
Air Arabia,2024'Q2,29.0,public,AE,Middle East,G9
Jazeera Airways,2024'Q2,12.0,public,KW,Middle East,J9
Flynas,2024'Q2,6.0,public,SA,Middle East,XY
American Airlines,2024'Q3,4.0,public,US,North America,AA
Delta Air Lines,2024'Q3,14.0,public,US,North America,DL
Southwest Airlines,2024'Q3,6.0,public,US,North America,WN
United Airlines,2024'Q3,13.0,public,US,North America,UA
Alaska Air,2024'Q3,15.0,public,US,North America,AS
JetBlue,2024'Q3,5.0,public,US,North America,B6
Spirit Airlines,2024'Q3,-10.0,public,US,North America,NK
Allegiant,2024'Q3,12.0,public,US,North America,G4
Hawaiian,2024'Q3,-6.0,public,US,North America,HA
SkyWest,2024'Q3,23.0,public,US,North America,OO
Air Canada,2024'Q3,14.0,public,CA,North America,AC
Exchange Income Corporation,2024'Q3,21.0,public,CA,North America,
IAG,2024'Q3,14.0,public,EU,Europe,IAG
Air France-KLM,2024'Q3,10.0,public,EU,Europe,AF/KL
Ryanair,2024'Q3,22.0,public,EU,Europe,FR
easyJet,2024'Q3,16.0,public,EU,Europe,U2
Deutsche Lufthansa,2024'Q3,7.0,public,EU,Europe,LH
Norwegian Air Shuttle,2024'Q3,19.0,public,EU,Europe,DY
Finnair,2024'Q3,16.0,public,EU,Europe,AY
Wizz Air,2024'Q3,4.0,public,EU,Europe,W6
Singapore Airlines,2024'Q3,17.0,public,SG,Asia Pacific,SQ
Qantas Airways,2024'Q3,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2024'Q3,17.0,public,JP,Asia Pacific,JL
ANA Holdings,2024'Q3,15.0,public,JP,Asia Pacific,NH
Korean Air,2024'Q3,16.0,public,KR,Asia Pacific,KE
Asiana Airlines,2024'Q3,8.0,public,KR,Asia Pacific,OZ
Cathay Pacific,2024'Q3,20.0,public,HK,Asia Pacific,CX
Copa Holdings,2024'Q3,31.0,public,PA,Latin America,CM
Gol Linhas Aereas,2024'Q3,17.0,public,BR,Latin America,G3
LATAM Airlines,2024'Q3,17.0,public,CL,Latin America,LA
Air China,2024'Q3,6.0,public,CN,China,CA
China Eastern,2024'Q3,7.0,public,CN,China,MU
China Southern,2024'Q3,8.0,public,CN,China,CZ
Hainan Airlines,2024'Q3,7.0,public,CN,China,HU
Spring Airlines,2024'Q3,19.0,public,CN,China,9C
Juneyao Airlines,2024'Q3,11.0,public,CN,China,HO
Indigo,2024'Q3,14.0,public,IN,India,6E
SpiceJet,2024'Q3,19.0,public,IN,India,SG
Jet Airways,2024'Q3,8.0,public,IN,India,9W
Kenya Airlines,2024'Q3,7.0,public,KE,Africa,KQ
Emirates,2024'Q3,16.0,private,AE,Middle East,EK
Qatar Airways,2024'Q3,8.0,private,QA,Middle East,QR
Aeroflot,2024'Q3,7.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2024'Q3,22.0,public,TR,Turkey,TK
Air Arabia,2024'Q3,28.0,public,AE,Middle East,G9
Jazeera Airways,2024'Q3,10.0,public,KW,Middle East,J9
Flynas,2024'Q3,6.0,public,SA,Middle East,XY
American Airlines,2024'Q4,6.0,public,US,North America,AA
Delta Air Lines,2024'Q4,13.0,public,US,North America,DL
Southwest Airlines,2024'Q4,6.0,public,US,North America,WN
United Airlines,2024'Q4,14.0,public,US,North America,UA
Alaska Air,2024'Q4,16.0,public,US,North America,AS
JetBlue,2024'Q4,5.0,public,US,North America,B6
Allegiant,2024'Q4,13.0,public,US,North America,G4
SkyWest,2024'Q4,25.0,public,US,North America,OO
Air Canada,2024'Q4,13.0,public,CA,North America,AC
Exchange Income Corporation,2024'Q4,22.0,public,CA,North America,
IAG,2024'Q4,16.0,public,EU,Europe,IAG
Air France-KLM,2024'Q4,12.0,public,EU,Europe,AF/KL
Ryanair,2024'Q4,23.0,public,EU,Europe,FR
easyJet,2024'Q4,23.0,public,EU,Europe,U2
Deutsche Lufthansa,2024'Q4,8.0,public,EU,Europe,LH
Norwegian Air Shuttle,2024'Q4,18.0,public,EU,Europe,DY
Finnair,2024'Q4,13.0,public,EU,Europe,AY
Wizz Air,2024'Q4,13.0,public,EU,Europe,W6
Singapore Airlines,2024'Q4,18.0,public,SG,Asia Pacific,SQ
Qantas Airways,2024'Q4,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2024'Q4,18.0,public,JP,Asia Pacific,JL
ANA Holdings,2024'Q4,14.0,public,JP,Asia Pacific,NH
Korean Air,2024'Q4,18.0,public,KR,Asia Pacific,KE
Cathay Pacific,2024'Q4,20.0,public,HK,Asia Pacific,CX
Copa Holdings,2024'Q4,31.0,public,PA,Latin America,CM
Gol Linhas Aereas,2024'Q4,15.0,public,BR,Latin America,G3
LATAM Airlines,2024'Q4,18.0,public,CL,Latin America,LA
Air China,2024'Q4,7.0,public,CN,China,CA
China Eastern,2024'Q4,12.0,public,CN,China,MU
China Southern,2024'Q4,9.0,public,CN,China,CZ
Hainan Airlines,2024'Q4,12.0,public,CN,China,HU
Spring Airlines,2024'Q4,20.0,public,CN,China,9C
Juneyao Airlines,2024'Q4,11.0,public,CN,China,HO
Indigo,2024'Q4,13.0,public,IN,India,6E
SpiceJet,2024'Q4,11.0,public,IN,India,SG
Jet Airways,2024'Q4,9.0,public,IN,India,9W
Kenya Airlines,2024'Q4,3.0,public,KE,Africa,KQ
Emirates,2024'Q4,16.0,private,AE,Middle East,EK
Qatar Airways,2024'Q4,9.0,private,QA,Middle East,QR
Aeroflot,2024'Q4,10.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2024'Q4,18.0,public,TR,Turkey,TK
Air Arabia,2024'Q4,27.0,public,AE,Middle East,G9
Jazeera Airways,2024'Q4,13.0,public,KW,Middle East,J9
Flynas,2024'Q4,6.0,public,SA,Middle East,XY
American Airlines,2025'Q1,7.0,public,US,North America,AA
Delta Air Lines,2025'Q1,13.0,public,US,North America,DL
Southwest Airlines,2025'Q1,7.0,public,US,North America,WN
United Airlines,2025'Q1,15.0,public,US,North America,UA
Alaska Air,2025'Q1,12.0,public,US,North America,AS
JetBlue,2025'Q1,7.0,public,US,North America,B6
Allegiant,2025'Q1,14.0,public,US,North America,G4
SkyWest,2025'Q1,25.0,public,US,North America,OO
Air Canada,2025'Q1,12.0,public,CA,North America,AC
Exchange Income Corporation,2025'Q1,22.0,public,CA,North America,
IAG,2025'Q1,17.0,public,EU,Europe,IAG
Air France-KLM,2025'Q1,9.0,public,EU,Europe,AF/KL
Ryanair,2025'Q1,23.0,public,EU,Europe,FR
easyJet,2025'Q1,18.0,public,EU,Europe,U2
Deutsche Lufthansa,2025'Q1,8.0,public,EU,Europe,LH
Norwegian Air Shuttle,2025'Q1,22.0,public,EU,Europe,DY
Finnair,2025'Q1,17.0,public,EU,Europe,AY
Wizz Air,2025'Q1,10.0,public,EU,Europe,W6
Singapore Airlines,2025'Q1,18.0,public,SG,Asia Pacific,SQ
Qantas Airways,2025'Q1,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2025'Q1,17.0,public,JP,Asia Pacific,JL
ANA Holdings,2025'Q1,15.0,public,JP,Asia Pacific,NH
Korean Air,2025'Q1,18.0,public,KR,Asia Pacific,KE
Cathay Pacific,2025'Q1,20.0,public,HK,Asia Pacific,CX
Copa Holdings,2025'Q1,32.0,public,PA,Latin America,CM
Gol Linhas Aereas,2025'Q1,14.0,public,BR,Latin America,G3
LATAM Airlines,2025'Q1,20.0,public,CL,Latin America,LA
Air China,2025'Q1,6.0,public,CN,China,CA
China Eastern,2025'Q1,11.0,public,CN,China,MU
China Southern,2025'Q1,8.0,public,CN,China,CZ
Hainan Airlines,2025'Q1,8.0,public,CN,China,HU
Spring Airlines,2025'Q1,19.0,public,CN,China,9C
Juneyao Airlines,2025'Q1,9.0,public,CN,China,HO
Indigo,2025'Q1,16.0,public,IN,India,6E
SpiceJet,2025'Q1,15.0,public,IN,India,SG
Jet Airways,2025'Q1,8.0,public,IN,India,9W
Kenya Airlines,2025'Q1,3.0,public,KE,Africa,KQ
Emirates,2025'Q1,17.0,private,AE,Middle East,EK
Qatar Airways,2025'Q1,9.0,private,QA,Middle East,QR
Aeroflot,2025'Q1,13.0,"taken private 2023, war",RU,Russia,SU
Turkish Airlines,2025'Q1,17.0,public,TR,Turkey,TK
Air Arabia,2025'Q1,25.0,public,AE,Middle East,G9
Jazeera Airways,2025'Q1,13.0,public,KW,Middle East,J9
Flynas,2025'Q1,7.0,public,SA,Middle East,XY
American Airlines,2025'Q2,7.0,public,US,North America,AA
Delta Air Lines,2025'Q2,12.0,public,US,North America,DL
Southwest Airlines,2025'Q2,6.0,public,US,North America,WN
United Airlines,2025'Q2,14.0,public,US,North America,UA
Alaska Air,2025'Q2,11.0,public,US,North America,AS
JetBlue,2025'Q2,7.0,public,US,North America,B6
Allegiant,2025'Q2,14.0,public,US,North America,G4
SkyWest,2025'Q2,25.0,public,US,North America,OO
Air Canada,2025'Q2,12.0,public,CA,North America,AC
Exchange Income Corporation,2025'Q2,22.0,public,CA,North America,
IAG,2025'Q2,18.0,public,EU,Europe,IAG
Air France-KLM,2025'Q2,10.0,public,EU,Europe,AF/KL
Ryanair,2025'Q2,26.0,public,EU,Europe,FR
easyJet,2025'Q2,18.0,public,EU,Europe,U2
Deutsche Lufthansa,2025'Q2,8.0,public,EU,Europe,LH
Norwegian Air Shuttle,2025'Q2,21.0,public,EU,Europe,DY
Finnair,2025'Q2,16.0,public,EU,Europe,AY
Wizz Air,2025'Q2,10.0,public,EU,Europe,W6
Singapore Airlines,2025'Q2,18.0,public,SG,Asia Pacific,SQ
Qantas Airways,2025'Q2,17.0,public,AU,Asia Pacific,QF
Japan Airlines,2025'Q2,18.0,public,JP,Asia Pacific,JL
ANA Holdings,2025'Q2,15.0,public,JP,Asia Pacific,NH
Cathay Pacific,2025'Q2,19.0,public,HK,Asia Pacific,CX
Copa Holdings,2025'Q2,32.0,public,PA,Latin America,CM
Gol Linhas Aereas,2025'Q2,16.0,public,BR,Latin America,G3
LATAM Airlines,2025'Q2,21.0,public,CL,Latin America,LA
Air China,2025'Q2,7.0,public,CN,China,CA
China Eastern,2025'Q2,14.0,public,CN,China,MU
China Southern,2025'Q2,10.0,public,CN,China,CZ
Hainan Airlines,2025'Q2,8.0,public,CN,China,HU
Spring Airlines,2025'Q2,19.0,public,CN,China,9C
Juneyao Airlines,2025'Q2,9.0,public,CN,China,HO
Indigo,2025'Q2,15.0,public,IN,India,6E
SpiceJet,2025'Q2,15.0,public,IN,India,SG
Jet Airways,2025'Q2,7.0,public,IN,India,9W
Kenya Airlines,2025'Q2,3.0,public,KE,Africa,KQ
Emirates,2025'Q2,17.0,private,AE,Middle East,EK
